,,
,Criterios para supervisiòn o minitoreo de asignaturas virtuales e hibridas,
,Criterios,Codigo del criterio
,1. Objetivos,A_C01_OBJ
,2. Saberes/ Motivación,A_C02_SAB
,3. Conflicto Cognitivo,A_C03_CCO
,4. Contenido,B_C04_CON
,5. Aplicación,B_C05_APL
,6. Estrategias,B_C06_EST
,7. Recursos,B_C07_REC
,8. Comunic.,B_C08_COM
,9. Capac. Cognitivas,B_C09_CAP
,10. Evaluac.,C_C10_EVA
,11. Extensión,C_C11_EXT
